id	name	file	license	author	source_url
sk-909	смородина чёрная	-2021-07-01 Unripe Blackcurrant berries, Trimingham, Norfolk.JPG	CC BY-SA 4.0	Kolforn ( Kolforn ) I'd appreciate if you could mail me (Kolforn@gmail.com) if you want to use this picture out of the Wikimedia project scope. This file is licensed under the Creative Commons Attribution-Share Alike 4.0 International license. You are free: to share – to copy, distribute and transmit the work to remix – to adapt the work Under the following conditions: attribution – You must give appropriate credit, provide a link to the license, and indicate if changes were made. You may do so in any reasonable manner, but not in any way that suggests the licensor endorses you or your use. share alike – If you remix, transform, or build upon the material, you must distribute your contributions under the same or compatible license as the original. https://creativecommons.org/licenses/by-sa/4.0 CC BY-SA 4.0 Creative Commons Attribution-Share Alike 4.0 true true	https://commons.wikimedia.org/wiki/File:-2021-07-01_Unripe_Blackcurrant_berries,_Trimingham,_Norfolk.JPG
911	сморчки	Morchella conica 1 beentree.jpg	CC BY-SA 4.0	Beentree	https://commons.wikimedia.org/wiki/File:Morchella_conica_1_beentree.jpg
custom-17	сода	Sodium bicarbonate CN brightened.png	CC0	Tszrkx	https://commons.wikimedia.org/wiki/File:Sodium_bicarbonate_CN_brightened.png
6766	соевый соус	Soy sauce 2.jpg	CC BY-SA 2.0 kr	국립국어원	https://commons.wikimedia.org/wiki/File:Soy_sauce_2.jpg
sk-1013	сок абрикосовый	Zombiecocktail.jpg	CC BY-SA 3.0	Magnetic Rag	https://commons.wikimedia.org/wiki/File:Zombiecocktail.jpg
sk-1015	сок ананасовый	Pineapple Juice in Glass Jar.jpg	CC BY-SA 4.0	Srini297	https://commons.wikimedia.org/wiki/File:Pineapple_Juice_in_Glass_Jar.jpg
sk-1016	сок апельсиновый	(a glass of orange juice bread with and jelly and a waffle).jpg	CC BY-SA 4.0	David Adam Kess	https://commons.wikimedia.org/wiki/File:(a_glass_of_orange_juice_bread_with_and_jelly_and_a_waffle).jpg
sk-1017	сок виноградный	Glass of grape juice.jpeg	CC BY-SA 3.0	Oyp	https://commons.wikimedia.org/wiki/File:Glass_of_grape_juice.jpeg
sk-1018	сок вишнёвый	Cherry juice 2 tall 1 short glass 259A7251.jpg	CC BY-SA 4.0	Betty Wills (Atsme)	https://commons.wikimedia.org/wiki/File:Cherry_juice_2_tall_1_short_glass_259A7251.jpg
sk-1019	сок гранатовый	Pomegranate Juice Fresh.JPG	Public domain	Miansari66	https://commons.wikimedia.org/wiki/File:Pomegranate_Juice_Fresh.JPG
sk-1020	сок грейпфрутовый	Self-made gin pink grapefruit long drink.jpg	CC BY-SA 3.0	JIP	https://commons.wikimedia.org/wiki/File:Self-made_gin_pink_grapefruit_long_drink.jpg
644	сок лайма	Rose's Lime Juice.JPG	Public domain	H005	https://commons.wikimedia.org/wiki/File:Rose%27s_Lime_Juice.JPG
sk-1021	сок лимонный	Lemon.jpg	CC BY-SA 2.5	André Karwath aka Aka	https://commons.wikimedia.org/wiki/File:Lemon.jpg
1598	сок маракуйи	Passiflora Edulis Closed Fruit.jpg	CC BY 3.0	Alexander Klink	https://commons.wikimedia.org/wiki/File:Passiflora_Edulis_Closed_Fruit.jpg
sk-1029	сок морковный	GlassOfJuice and carrots.JPG	CC BY 3.0	Salix	https://commons.wikimedia.org/wiki/File:GlassOfJuice_and_carrots.JPG
sk-1031	сок томатный	Four sandwiches on display with tomatos and a juice glass behind them (49430791396).jpg	CC BY 2.0	Nenad Stojkovic from Srbija	https://commons.wikimedia.org/wiki/File:Four_sandwiches_on_display_with_tomatos_and_a_juice_glass_behind_them_(49430791396).jpg
sk-1025	сок чёрной смородины	Ribena blackcurrant juice drink.jpg	CC0	Mx. Granger	https://commons.wikimedia.org/wiki/File:Ribena_blackcurrant_juice_drink.jpg
sk-1028	сок яблочный	Russet apple juice.JPG	CC BY-SA 3.0	Zigzig20s	https://commons.wikimedia.org/wiki/File:Russet_apple_juice.JPG
5956	соль	Salt shaker on white background.jpg	CC BY 2.0	Dubravko Sorić SoraZG on Flickr	https://commons.wikimedia.org/wiki/File:Salt_shaker_on_white_background.jpg
sk-473	сом	Siluriformes montage.jpg	CC BY-SA 4.0	Basenji1908	https://commons.wikimedia.org/wiki/File:Siluriformes_montage.jpg
sk-331	сосиски	Frankfurter wurst.JPG	Public domain	KVDP	https://commons.wikimedia.org/wiki/File:Frankfurter_wurst.JPG
1770	соя	Goya champuru (bitter gourd stir-flies) (868640691).jpg	CC BY-SA 2.0	pelican from Tokyo, Japan	https://commons.wikimedia.org/wiki/File:Goya_champuru_(bitter_gourd_stir-flies)_(868640691).jpg
sk-714	спаржа	Asparagus soup (spargelsuppe).jpg	CC BY-SA 4.0	Petar Milošević	https://commons.wikimedia.org/wiki/File:Asparagus_soup_(spargelsuppe).jpg
2579	спирулина	Spirulina-powder-shadow.jpg	CC BY-SA 3.0	Music4thekids	https://commons.wikimedia.org/wiki/File:Spirulina-powder-shadow.jpg
sk-380	ставрида	Chicharros (Trachurus trachurus) secos, Mercado Duque de Bragança, Angra do Heroísmo, isla de Terceira, Azores, Portugal, 2020-07-25, DD 03.jpg	CC BY-SA 4.0	Diego Delso	https://commons.wikimedia.org/wiki/File:Chicharros_(Trachurus_trachurus)_secos,_Mercado_Duque_de_Bragan%C3%A7a,_Angra_do_Hero%C3%ADsmo,_isla_de_Terceira,_Azores,_Portugal,_2020-07-25,_DD_03.jpg
sk-457	судак	Bersh 01.jpg	CC BY-SA 3.0	Администрация Волгоградской области	https://commons.wikimedia.org/wiki/File:Bersh_01.jpg
sk-150	сулугуни	Discs-of-sulguni-cheese.jpg	CC BY 3.0	Georgian Recipes at Georgia About	https://commons.wikimedia.org/wiki/File:Discs-of-sulguni-cheese.jpg
custom-68	сыворотка	Soured milk whey.avrs-56.jpg	CC BY-SA 3.0	AVRS	https://commons.wikimedia.org/wiki/File:Soured_milk_whey.avrs-56.jpg
sk-145	сыр	Parmesan cheese knife on block of cheese.jpg	CC0	Benoît Prieur	https://commons.wikimedia.org/wiki/File:Parmesan_cheese_knife_on_block_of_cheese.jpg
sk-859	сыроежки	Russula paludosa steak.jpg	CC BY-SA 4.0	Abuluntu	https://commons.wikimedia.org/wiki/File:Russula_paludosa_steak.jpg
sk-78	творог	Cottage Cheese.jpg	CC BY-SA 2.0	Stu Spivack - flickr.com	https://commons.wikimedia.org/wiki/File:Cottage_Cheese.jpg
sk-184	телятина	Raw veal liver, 2010.jpg	CC BY 2.0	Javier Lastras	https://commons.wikimedia.org/wiki/File:Raw_veal_liver,_2010.jpg
7664	тилапия	Tilapia fish at Siantar Zoo.jpg	CC BY 4.0	Nafisathallah	https://commons.wikimedia.org/wiki/File:Tilapia_fish_at_Siantar_Zoo.jpg
5958	тимьян	Ingredients- Mixtura cum Caseo (Cheese & Herb Purée) (16174837958).jpg	CC BY-SA 2.0	Carole Raddato from FRANKFURT, Germany	https://commons.wikimedia.org/wiki/File:Ingredients-_Mixtura_cum_Caseo_(Cheese_%26_Herb_Pur%C3%A9e)_(16174837958).jpg
custom-8	тмин	Cumin seed.jpg	CC BY-SA 4.0	W.alter	https://commons.wikimedia.org/wiki/File:Cumin_seed.jpg
sk-637	толокно	Kama.jpg	CC BY-SA 3.0	Mmh	https://commons.wikimedia.org/wiki/File:Kama.jpg
sk-823	томатная паста	Tomato paste on spoon.jpg	CC BY-SA 3.0	SKopp	https://commons.wikimedia.org/wiki/File:Tomato_paste_on_spoon.jpg
sk-772	топинамбур	Jerusalem artichoke soup at a sittning.jpg	CC BY-SA 4.0	JIP	https://commons.wikimedia.org/wiki/File:Jerusalem_artichoke_soup_at_a_sittning.jpg
4963	тофу	Tofu Sisig.jpg	CC BY-SA 4.0	Louiesemendez	https://commons.wikimedia.org/wiki/File:Tofu_Sisig.jpg
4443	треска	Atlantic Cod, Atlantischer Kabeljau (Gadus morhua).jpg	CC BY-SA 4.0	Wilhelm Thomas Fiege	https://commons.wikimedia.org/wiki/File:Atlantic_Cod,_Atlantischer_Kabeljau_(Gadus_morhua).jpg
sk-463	тунец	Tuna fish and cheddar cheese on toast, with capers - Massachusetts.jpg	CC0	Daderot	https://commons.wikimedia.org/wiki/File:Tuna_fish_and_cheddar_cheese_on_toast,_with_capers_-_Massachusetts.jpg
sk-837	тыква	Cucurbita 2011 G1.jpg	Public domain	George Chernilevsky	https://commons.wikimedia.org/wiki/File:Cucurbita_2011_G1.jpg
6681	угорь	Anguillidae Anguilla anguilla 1.jpg	CC BY-SA 4.0	NasserHalaweh	https://commons.wikimedia.org/wiki/File:Anguillidae_Anguilla_anguilla_1.jpg
4721	укроп	Dill herbs.jpg	CC BY 4.0	SA, The Green Ark Bostanie	https://commons.wikimedia.org/wiki/File:Dill_herbs.jpg
4729	уксус	Vintage vinegar bottle - 2023-06 -02 - Andy Mabbett.jpg	CC BY-SA 4.0	Andy Mabbett	https://commons.wikimedia.org/wiki/File:Vintage_vinegar_bottle_-_2023-06_-02_-_Andy_Mabbett.jpg
4466	устрица	Oysters p1040741.jpg	CC BY-SA 3.0	David Monniaux	https://commons.wikimedia.org/wiki/File:Oysters_p1040741.jpg
sk-194	утка	Tiet.jpg	CC BY-SA 3.0	YordanZhamNguyen	https://commons.wikimedia.org/wiki/File:Tiet.jpg
7811	фасоль белая	White beans 04.jpg	CC BY-SA 4.0	Confueledz	https://commons.wikimedia.org/wiki/File:White_beans_04.jpg
7810	фасоль красная	Red Speckled Kidney Beans.jpg	CC BY-SA 4.0	Sanjay Acharya	https://commons.wikimedia.org/wiki/File:Red_Speckled_Kidney_Beans.jpg
sk-685	фасоль стручковая	Four Different Varieties of Green Beans (Phaseolus vulgaris).jpg	CC BY-SA 4.0	Christopher Franz	https://commons.wikimedia.org/wiki/File:Four_Different_Varieties_of_Green_Beans_(Phaseolus_vulgaris).jpg
7814	фасоль чёрная	Black Turtle Bean.jpg	CC BY-SA 3.0	Sanjay Acharya	https://commons.wikimedia.org/wiki/File:Black_Turtle_Bean.jpg
3811	фенхель	Fennel bulb from Brazil.jpg	CC BY-SA 4.0	Mauro Cateb	https://commons.wikimedia.org/wiki/File:Fennel_bulb_from_Brazil.jpg
sk-873	финики	Dates fruit.jpg	CC BY-SA 4.0	Hajia Hijjah	https://commons.wikimedia.org/wiki/File:Dates_fruit.jpg
custom-69	фисташки	Walnuts pistachios cashew almonds.jpg	CC0	piviso.com	https://commons.wikimedia.org/wiki/File:Walnuts_pistachios_cashew_almonds.jpg
433	фокачча	Focaccia with Crumb.jpg	CC BY-SA 4.0	Fred Benenson	https://commons.wikimedia.org/wiki/File:Focaccia_with_Crumb.jpg
6205	форель	Erwin National Fish Hatchery eyed rainbow trout eggs 14 March 2022.png	Public domain	Makenzie Foster/USFWS	https://commons.wikimedia.org/wiki/File:Erwin_National_Fish_Hatchery_eyed_rainbow_trout_eggs_14_March_2022.png
1555	фрикадельки	Lamb Meatballs and Rice.jpg	CC BY 4.0	روتانا	https://commons.wikimedia.org/wiki/File:Lamb_Meatballs_and_Rice.jpg
441	фруктовый сироп	Foto sirupy.jpg	CC BY-SA 4.0	Kitljablonec	https://commons.wikimedia.org/wiki/File:Foto_sirupy.jpg
3069	фундук	Hazelnuts (Corylus avellana) - whole with kernels.jpg	CC BY-SA 4.0	Ivar Leidus	https://commons.wikimedia.org/wiki/File:Hazelnuts_(Corylus_avellana)_-_whole_with_kernels.jpg
sk-951	халва	Iraqi Halva-Mosul 01.jpg	CC BY-SA 4.0	Abdulsalam Al Dabbagh	https://commons.wikimedia.org/wiki/File:Iraqi_Halva-Mosul_01.jpg
sk-403	хек	Hake fish.jpg	CC BY-SA 4.0	Don miraj	https://commons.wikimedia.org/wiki/File:Hake_fish.jpg
20	хлеб	Bread loaf, vegetable organic remains - Museo Egizio, Turin S 8295 p01.jpg	CC0	—	https://commons.wikimedia.org/wiki/File:Bread_loaf,_vegetable_organic_remains_-_Museo_Egizio,_Turin_S_8295_p01.jpg
custom-25	хмели-сунели	Khmeli suneli.JPG	CC0	А. Кабанов	https://commons.wikimedia.org/wiki/File:Khmeli_suneli.JPG
sk-806	хрен	Gemüsestand am Viktualienmarkt München 04.jpg	CC BY-SA 4.0	Kritzolina	https://commons.wikimedia.org/wiki/File:Gem%C3%BCsestand_am_Viktualienmarkt_M%C3%BCnchen_04.jpg
sk-889	хурма	Fuyu Persimmon (Diospyros Kaki).jpg	CC BY-SA 3.0	Joe Ravi	https://commons.wikimedia.org/wiki/File:Fuyu_Persimmon_(Diospyros_Kaki).jpg
sk-735	цветная капуста	Brassica oleracea var. botrytis (Coliflor).jpg	CC BY-SA 4.0	Rjcastillo	https://commons.wikimedia.org/wiki/File:Brassica_oleracea_var._botrytis_(Coliflor).jpg
269	цукаты	Candied Fruit - La Boquería.jpg	Public domain	Hopefully acceptable username	https://commons.wikimedia.org/wiki/File:Candied_Fruit_-_La_Boquer%C3%ADa.jpg
custom-60	цукини	2019-07-01 (100) Hanging leaves of Cucurbita pepo subsp. pepo Zucchini (zucchini) at Bichlhäusl, Tiefgrabenrotte, Frankenfels, Austria.jpg	CC BY-SA 4.0	GT1976	https://commons.wikimedia.org/wiki/File:2019-07-01_(100)_Hanging_leaves_of_Cucurbita_pepo_subsp._pepo_Zucchini_(zucchini)_at_Bichlh%C3%A4usl,_Tiefgrabenrotte,_Frankenfels,_Austria.jpg
4405	чай зелёный	Green Tea Cup with Hollandia milk.jpg	CC BY-SA 4.0	Major Lyte	https://commons.wikimedia.org/wiki/File:Green_Tea_Cup_with_Hollandia_milk.jpg
5715	чай чёрный	Cup of black tea.JPG	CC BY-SA 4.0	AntanO	https://commons.wikimedia.org/wiki/File:Cup_of_black_tea.JPG
sk-874	черешня	Sweet cherries in basket 2018 G1.jpg	Public domain	George Chernilevsky	https://commons.wikimedia.org/wiki/File:Sweet_cherries_in_basket_2018_G1.jpg
sk-917	черника	Picking blueberries b.JPG	CC BY-SA 4.0	ChristianSW	https://commons.wikimedia.org/wiki/File:Picking_blueberries_b.JPG
sk-870	чернослив	Rosales - Dried Prunus domestica d.jpg	CC BY-SA 4.0	Emőke Dénes	https://commons.wikimedia.org/wiki/File:Rosales_-_Dried_Prunus_domestica_d.jpg
sk-745	чеснок	Garlic bulbs and cloves.jpg	CC BY-SA 4.0	Ivar Leidus	https://commons.wikimedia.org/wiki/File:Garlic_bulbs_and_cloves.jpg
3813	чесночный порошок	Garlic Powder, Penzeys Spices, Arlington Heights MA.jpg	CC BY-SA 3.0	John Phelan	https://commons.wikimedia.org/wiki/File:Garlic_Powder,_Penzeys_Spices,_Arlington_Heights_MA.jpg
4908	чечевица	3 types of lentil.jpg	CC BY-SA 2.0	User:Justinc	https://commons.wikimedia.org/wiki/File:3_types_of_lentil.jpg
3423	шалфей	Salvia officinalis0.jpg	CC BY-SA 3.0	Kurt Stüber [1]	https://commons.wikimedia.org/wiki/File:Salvia_officinalis0.jpg
sk-860	шампиньоны	2016-01 Agaricus bisporus 03.jpg	CC BY-SA 4.0	0x010C	https://commons.wikimedia.org/wiki/File:2016-01_Agaricus_bisporus_03.jpg
3422	шафран	Iran saffron threads.jpg	Public domain	Rainer Zenz	https://commons.wikimedia.org/wiki/File:Iran_saffron_threads.jpg
2401	шелковица	Morus sp. 02.jpg	CC BY-SA 4.0	Zeynel Cebeci	https://commons.wikimedia.org/wiki/File:Morus_sp._02.jpg
sk-910	шиповник	Autumn Rosehip Berries in Białystok Forest.jpg	CC0	Dilaxe321	https://commons.wikimedia.org/wiki/File:Autumn_Rosehip_Berries_in_Bia%C5%82ystok_Forest.jpg
sk-954	шоколад	Milky Way chocolate 2.jpg	CC BY-SA 4.0	Tiia Monto	https://commons.wikimedia.org/wiki/File:Milky_Way_chocolate_2.jpg
sk-962	шоколадная паста	Schockelasbotterschmir.jpg	CC BY-SA 3.0	Cornischong at Luxembourgish Wikipedia	https://commons.wikimedia.org/wiki/File:Schockelasbotterschmir.jpg
sk-968	шоколадные конфеты	Chocolate candies with liqueur.JPG	CC BY 3.0	Aleksey Pogrebnoj-Alexandroff	https://commons.wikimedia.org/wiki/File:Chocolate_candies_with_liqueur.JPG
sk-708	шпинат	Spinach leaves.jpg	CC BY 3.0	Nillerdk	https://commons.wikimedia.org/wiki/File:Spinach_leaves.jpg
sk-362	шпроты	Sprats.jpg	CC BY-SA 3.0	SpecialAdviser	https://commons.wikimedia.org/wiki/File:Sprats.jpg
sk-711	щавель	202408 Red veined sorrel leafs at the pasta.jpg	CC BY-SA 4.0	Junyu-K	https://commons.wikimedia.org/wiki/File:202408_Red_veined_sorrel_leafs_at_the_pasta.jpg
sk-730	щи	Schi.jpg	Public domain	Шнапс	https://commons.wikimedia.org/wiki/File:Schi.jpg
6168	щука	Hecht.jpg	CC BY-SA 3.0	—	https://commons.wikimedia.org/wiki/File:Hecht.jpg
3425	эстрагон	Estragon 1511.jpg	Public domain	No machine-readable author provided. Ies assumed (based on copyright claims).	https://commons.wikimedia.org/wiki/File:Estragon_1511.jpg
sk-880	яблоко	Red Apple.jpg	CC BY 2.0	Abhijit Tembhekar from Mumbai, India	https://commons.wikimedia.org/wiki/File:Red_Apple.jpg
2684	язык говяжий	Beef tongue preparation.jpg	CC BY-SA 2.0	The original uploader was Mind meal at English Wikipedia .	https://commons.wikimedia.org/wiki/File:Beef_tongue_preparation.jpg
763	язык свиной	Grilled pork tongue (4694673379).jpg	CC BY-SA 2.0	pelican from Tokyo, Japan	https://commons.wikimedia.org/wiki/File:Grilled_pork_tongue_(4694673379).jpg
sk-164	яйцо	Chicken Egg without Eggshell 5859.jpg	CC BY 3.0	Biswarup Ganguly	https://commons.wikimedia.org/wiki/File:Chicken_Egg_without_Eggshell_5859.jpg
sk-660	ячневая крупа	Pearl barley Boil-in-Bag.JPG	CC BY-SA 4.0	Dominik-jan	https://commons.wikimedia.org/wiki/File:Pearl_barley_Boil-in-Bag.JPG
